latitude,longitude,total_population,population_density,median_hh_income,median_age,pct_age_20_45,pct_bachelors_plus,reachable_pop_10min,reachable_pop_15min,reachable_pop_25min,competitor_count_3mi,nearest_competitor_dist_mi,eos_count_5mi,nearest_eos_dist_mi,years_open
33.45000000000001,-111.96999999999998,383145.0,6856.147778541648,76136.30487270348,33.36598702840962,0.4785029166503544,0.4153906667188664,160995.0,383145.0,1214243.0,4.0,0.39891002044207774,1.0,3.978824914481147,3.0
33.45000000000001,-111.95499999999998,382603.0,6881.8532844963465,76353.46139140091,33.17920533817037,0.48250797824376696,0.4186925447526548,158076.0,382603.0,1215560.0,5.0,1.1322428164931782,1.0,3.479336639815477,3.0
33.45000000000001,-111.93999999999998,371493.0,7129.886823122945,76583.92237447898,33.491390685692586,0.4809350378069034,0.4218093038092238,160478.0,371493.0,1184981.0,5.0,0.7891025942664811,1.0,3.1431625343791083,3.0
33.45000000000001,-111.92499999999998,367126.0,7260.292434777742,76098.91619954926,33.518219902703706,0.4829513572996737,0.42367371855984054,156407.0,367126.0,1176927.0,5.0,0.29335688715060143,1.0,3.0252453608223817,3.0
33.45000000000001,-111.90999999999998,352037.0,7210.846422124691,76242.93124228419,33.46700062777493,0.4866931600939674,0.43181841113292074,158141.0,352037.0,1156978.0,5.0,1.023906799220558,1.0,3.150190435532586,3.0
33.45000000000001,-111.89499999999998,352303.0,7357.67385629537,73358.26389367024,32.79630460143683,0.48735605430552675,0.4088157168687181,137410.0,352303.0,1146083.0,4.0,1.8734095961736867,1.0,3.492025426361984,3.0
33.45000000000001,-111.87999999999998,357152.0,7438.130193862134,72633.1413001344,32.69840908072753,0.48080089149717775,0.3887606080884329,140491.0,357152.0,1108905.0,4.0,1.467856009856733,2.0,3.9954642894018466,3.0
33.45000000000001,-111.86499999999998,377930.0,7317.760887829538,75645.05201989294,32.768830471251285,0.4680787447410896,0.38168783213822666,128292.0,377930.0,1120842.0,2.0,1.4263433336820242,3.0,4.405698755528298,3.0
33.45000000000001,-111.84999999999998,354532.0,7337.835865200521,74825.7810093927,32.8253974253382,0.45291257206683744,0.35600307645008067,118825.0,354532.0,1095586.0,3.0,1.036789676343543,3.0,3.5413424452942426,3.0
33.45000000000001,-111.83499999999998,331920.0,6955.831501495845,75305.12674740901,33.79428567124608,0.42845866473849126,0.32249012503012775,129438.0,331920.0,1101318.0,4.0,1.0836066606759434,3.0,2.677869043943787,3.0
33.45000000000001,-111.81999999999998,303033.0,6795.601693719795,74866.43787640291,34.53591292037502,0.39738246329607674,0.2810997145525405,133161.0,303033.0,1064494.0,3.0,0.9444237058567391,3.0,1.8165380341379418,3.0
33.45000000000001,-111.80499999999998,290053.0,6560.2805851680405,76273.22417971888,35.122000806749114,0.3798822973732387,0.2679198598187228,134277.0,290053.0,1022426.0,3.0,0.09297302093999892,3.0,0.9631146108967064,3.0
33.45000000000001,-111.78999999999998,297270.0,6117.520817425326,78089.00226729906,36.583074645944755,0.36053083055807844,0.27525276617216665,140819.0,297270.0,1004152.0,2.0,0.7901286859442832,3.0,0.23306777826736902,3.0
33.45000000000001,-111.77499999999998,300582.0,5842.458490780981,79408.43883532616,38.24436227052851,0.3376882181900447,0.27392674378372633,140004.0,300582.0,979370.0,3.0,1.6549665281736594,4.0,0.8246229053952496,3.0
33.45000000000001,-111.75999999999998,291342.0,5514.270700900672,82672.36966177206,39.699459398232996,0.3229503470148485,0.2930887517076151,126480.0,291342.0,936413.0,2.0,1.6429343714799292,3.0,1.6747049872220559,3.0
33.45000000000001,-111.74499999999998,294845.0,5309.738882611254,86633.78673540335,41.27846699113094,0.31068188370160593,0.307097763909851,121203.0,294845.0,861094.0,1.0,0.9749136299270581,3.0,2.3702634790901733,3.0
33.45000000000001,-111.72999999999998,265328.0,4873.250581875434,90111.22514020382,42.9552444521498,0.29662530905143825,0.3231788054785021,113258.0,265328.0,814538.0,3.0,0.8370372356928204,3.0,3.0108184821687254,3.0
33.45000000000001,-111.71499999999997,256760.0,4581.235293822921,91170.60090356755,44.32197694344913,0.28466661473749805,0.3307997507399907,114876.0,256760.0,767965.0,3.0,1.396337206174372,3.0,3.7431081224187057,3.0
